Team,Round,Date,Year,Total Points,RoundOrder
Collingwood,R8,18/5/2013,2013,15.12,8
Essendon,R8,18/5/2013,2013,12.14,8
Fremantle,R8,18/5/2013,2013,9.16,8
Geelong,R8,18/5/2013,2013,14.12,8
Gold Coast,R8,18/5/2013,2013,13.15,8
Greater Western Sydney,R8,18/5/2013,2013,9.3,8
Hawthorn,R8,18/5/2013,2013,21.14,8
Melbourne,R8,19/5/2013,2013,11.6,8
North Melbourne,R8,17/5/2013,2013,13.1,8
Port Adelaide,R8,19/5/2013,2013,14.7,8
Richmond,R8,19/5/2013,2013,15.16,8
St Kilda,R8,19/5/2013,2013,6.11,8
Sydney,R8,18/5/2013,2013,11.4,8
West Coast,R8,17/5/2013,2013,12.18,8
Western Bulldogs,R8,18/5/2013,2013,8.13,8
Adelaide,R9,26/5/2013,2013,18.17,9
Brisbane Lions,R9,25/5/2013,2013,12.13,9
Carlton,R9,25/5/2013,2013,13.2,9
Collingwood,R9,24/5/2013,2013,8.7,9
Essendon,R9,25/5/2013,2013,13.13,9
Fremantle,R9,26/5/2013,2013,19.16,9
Geelong,R9,25/5/2013,2013,18.8,9
Gold Coast,R9,26/5/2013,2013,14.8,9
Greater Western Sydney,R9,25/5/2013,2013,8.7,9
Hawthorn,R9,26/5/2013,2013,18.1,9
Melbourne,R9,26/5/2013,2013,6.4,9
North Melbourne,R9,26/5/2013,2013,19.1,9
Port Adelaide,R9,25/5/2013,2013,9.14,9
Richmond,R9,25/5/2013,2013,9.8,9
St Kilda,R9,25/5/2013,2013,15.11,9
Sydney,R9,24/5/2013,2013,15.12,9
West Coast,R9,25/5/2013,2013,23.17,9
Western Bulldogs,R9,25/5/2013,2013,17.8,9
Adelaide,R10,1/6/2013,2013,8.11,10
Brisbane Lions,R10,31/5/2013,2013,7.9,10
Carlton,R10,1/6/2013,2013,22.16,10
Collingwood,R10,31/5/2013,2013,14.16,10
Essendon,R10,1/6/2013,2013,10.11,10
Fremantle,R10,1/6/2013,2013,10.6,10
Geelong,R10,1/6/2013,2013,18.15,10
Gold Coast,R10,1/6/2013,2013,10.11,10
Greater Western Sydney,R10,1/6/2013,2013,8.6,10
Hawthorn,R10,2/6/2013,2013,21.17,10
Melbourne,R10,2/6/2013,2013,6.12,10
North Melbourne,R10,2/6/2013,2013,19.19,10
Port Adelaide,R10,1/6/2013,2013,8.1,10
Richmond,R10,3/6/2013,2013,16.7,10
St Kilda,R10,2/6/2013,2013,10.5,10
Sydney,R10,1/6/2013,2013,17.13,10
West Coast,R10,3/6/2013,2013,8.14,10
Western Bulldogs,R10,1/6/2013,2013,10.7,10
Adelaide,R11,8/6/2013,2013,6.14,11
Carlton,R11,7/6/2013,2013,10.12,11
Collingwood,R11,10/6/2013,2013,17.2,11
Essendon,R11,7/6/2013,2013,11.11,11
Geelong,R11,8/6/2013,2013,24.13,11
Gold Coast,R11,8/6/2013,2013,9.12,11
Greater Western Sydney,R11,8/6/2013,2013,15.8,11
Melbourne,R11,10/6/2013,2013,5.9,11
North Melbourne,R11,8/6/2013,2013,8.3,11
St Kilda,R11,9/6/2013,2013,11.14,11
Sydney,R11,8/6/2013,2013,19.13,11
West Coast,R11,9/6/2013,2013,12.12,11
Adelaide,R12,15/6/2013,2013,10.12,12
Brisbane Lions,R12,15/6/2013,2013,6.1,12
Carlton,R12,14/6/2013,2013,13.9,12
Collingwood,R12,16/6/2013,2013,15.9,12
Essendon,R12,15/6/2013,2013,17.13,12
Fremantle,R12,15/6/2013,2013,12.14,12
Gold Coast,R12,15/6/2013,2013,11.6,12
Greater Western Sydney,R12,16/6/2013,2013,6.14,12
Hawthorn,R12,14/6/2013,2013,15.12,12
Port Adelaide,R12,16/6/2013,2013,19.11,12
Richmond,R12,15/6/2013,2013,16.14,12
Western Bulldogs,R12,16/6/2013,2013,9.11,12
Brisbane Lions,R13,23/6/2013,2013,15.13,13
Fremantle,R13,23/6/2013,2013,10.7,13
Geelong,R13,23/6/2013,2013,14.14,13
Hawthorn,R13,21/6/2013,2013,19.9,13
Melbourne,R13,22/6/2013,2013,10.9,13
North Melbourne,R13,23/6/2013,2013,4.5,13
Port Adelaide,R13,22/6/2013,2013,10.12,13
Richmond,R13,22/6/2013,2013,17.19,13
St Kilda,R13,22/6/2013,2013,16.8,13
Sydney,R13,22/6/2013,2013,8.6,13
West Coast,R13,21/6/2013,2013,16.7,13
Western Bulldogs,R13,22/6/2013,2013,8.13,13
Adelaide,R14,29/6/2013,2013,16.15,14
Brisbane Lions,R14,30/6/2013,2013,12.13,14
Carlton,R14,28/6/2013,2013,5.13,14
Collingwood,R14,29/6/2013,2013,7.9,14
Essendon,R14,27/6/2013,2013,15.8,14
Fremantle,R14,29/6/2013,2013,7.2,14
Geelong,R14,29/6/2013,2013,11.19,14
Gold Coast,R14,29/6/2013,2013,11.17,14
Greater Western Sydney,R14,30/6/2013,2013,6.8,14
Hawthorn,R14,30/6/2013,2013,21.17,14
Melbourne,R14,29/6/2013,2013,15.13,14
North Melbourne,R14,30/6/2013,2013,19.16,14
Port Adelaide,R14,29/6/2013,2013,13.8,14
Richmond,R14,30/6/2013,2013,17.17,14
St Kilda,R14,30/6/2013,2013,8.7,14
Sydney,R14,28/6/2013,2013,8.17,14
West Coast,R14,27/6/2013,2013,13.13,14
Western Bulldogs,R14,29/6/2013,2013,15.1,14
Adelaide,R15,6/7/2013,2013,9.15,15
Brisbane Lions,R15,6/7/2013,2013,17.14,15
Carlton,R15,5/7/2013,2013,12.5,15
Collingwood,R15,5/7/2013,2013,17.16,15
Essendon,R15,7/7/2013,2013,18.1,15
Fremantle,R15,7/7/2013,2013,15.1,15
Geelong,R15,6/7/2013,2013,11.16,15
Gold Coast,R15,6/7/2013,2013,12.11,15
Greater Western Sydney,R15,6/7/2013,2013,12.11,15
Hawthorn,R15,6/7/2013,2013,10.12,15
Melbourne,R15,7/7/2013,2013,13.7,15
North Melbourne,R15,6/7/2013,2013,19.14,15
Port Adelaide,R15,7/7/2013,2013,12.16,15
Richmond,R15,6/7/2013,2013,8.18,15
St Kilda,R15,7/7/2013,2013,11.4,15
Sydney,R15,7/7/2013,2013,16.2,15
West Coast,R15,6/7/2013,2013,11.9,15
Western Bulldogs,R15,6/7/2013,2013,13.9,15
Adelaide,R16,12/7/2013,2013,12.12,16
Brisbane Lions,R16,13/7/2013,2013,18.9,16
Carlton,R16,13/7/2013,2013,16.14,16
Collingwood,R16,12/7/2013,2013,17.9,16
Essendon,R16,14/7/2013,2013,18.13,16
Fremantle,R16,14/7/2013,2013,19.7,16
Geelong,R16,13/7/2013,2013,13.2,16
Gold Coast,R16,13/7/2013,2013,6.8,16
Greater Western Sydney,R16,14/7/2013,2013,5.12,16
Hawthorn,R16,13/7/2013,2013,19.1,16
Melbourne,R16,13/7/2013,2013,4.6,16
North Melbourne,R16,13/7/2013,2013,17.3,16
Port Adelaide,R16,13/7/2013,2013,12.7,16
Richmond,R16,13/7/2013,2013,6.17,16
St Kilda,R16,13/7/2013,2013,10.14,16
Sydney,R16,14/7/2013,2013,24.27,16
West Coast,R16,14/7/2013,2013,14.9,16
Western Bulldogs,R16,14/7/2013,2013,14.6,16
Adelaide,R17,21/7/2013,2013,14.1,17
Brisbane Lions,R17,20/7/2013,2013,13.16,17
Carlton,R17,19/7/2013,2013,16.13,17
Collingwood,R17,20/7/2013,2013,11.12,17
Essendon,R17,20/7/2013,2013,18.8,17
Fremantle,R17,21/7/2013,2013,8.9,17
Geelong,R17,21/7/2013,2013,14.8,17
Gold Coast,R17,20/7/2013,2013,13.7,17
Greater Western Sydney,R17,20/7/2013,2013,11.11,17
Hawthorn,R17,20/7/2013,2013,13.17,17
Melbourne,R17,20/7/2013,2013,11.9,17
North Melbourne,R17,19/7/2013,2013,16.12,17
Port Adelaide,R17,20/7/2013,2013,14.13,17
Richmond,R17,21/7/2013,2013,12.12,17
St Kilda,R17,20/7/2013,2013,13.14,17
Sydney,R17,21/7/2013,2013,17.11,17
West Coast,R17,21/7/2013,2013,11.13,17
Western Bulldogs,R17,20/7/2013,2013,11.1,17
Adelaide,R18,27/7/2013,2013,7.11,18
Brisbane Lions,R18,28/7/2013,2013,9.8,18
Carlton,R18,27/7/2013,2013,16.24,18
Collingwood,R18,27/7/2013,2013,15.16,18
Essendon,R18,26/7/2013,2013,13.9,18
Fremantle,R18,27/7/2013,2013,11.9,18
Geelong,R18,27/7/2013,2013,21.11,18
Gold Coast,R18,27/7/2013,2013,11.11,18
Greater Western Sydney,R18,27/7/2013,2013,10.6,18
Hawthorn,R18,26/7/2013,2013,22.11,18
Melbourne,R18,27/7/2013,2013,4.4,18
North Melbourne,R18,27/7/2013,2013,22.18,18
Port Adelaide,R18,28/7/2013,2013,9.17,18
Richmond,R18,28/7/2013,2013,9.9,18
St Kilda,R18,27/7/2013,2013,5.6,18
Sydney,R18,28/7/2013,2013,16.14,18
West Coast,R18,28/7/2013,2013,13.11,18
Western Bulldogs,R18,28/7/2013,2013,16.15,18
Adelaide,R19,4/8/2013,2013,15.13,19
Brisbane Lions,R19,3/8/2013,2013,16.12,19
Carlton,R19,3/8/2013,2013,12.8,19
Collingwood,R19,4/8/2013,2013,20.13,19
Essendon,R19,4/8/2013,2013,7.12,19
Fremantle,R19,3/8/2013,2013,17.14,19
Geelong,R19,2/8/2013,2013,13.8,19
Gold Coast,R19,3/8/2013,2013,17.11,19
Greater Western Sydney,R19,3/8/2013,2013,19.1,19
Hawthorn,R19,3/8/2013,2013,9.12,19
Melbourne,R19,3/8/2013,2013,12.15,19
North Melbourne,R19,2/8/2013,2013,15.6,19
Port Adelaide,R19,4/8/2013,2013,17.5,19
Richmond,R19,3/8/2013,2013,16.11,19
St Kilda,R19,3/8/2013,2013,11.11,19
Sydney,R19,4/8/2013,2013,21.8,19
West Coast,R19,3/8/2013,2013,20.1,19
Western Bulldogs,R19,4/8/2013,2013,15.9,19
Adelaide,R20,11/8/2013,2013,11.13,20
Brisbane Lions,R20,10/8/2013,2013,11.8,20
Carlton,R20,10/8/2013,2013,13.11,20
Collingwood,R20,10/8/2013,2013,14.16,20
Essendon,R20,11/8/2013,2013,9.13,20
Fremantle,R20,11/8/2013,2013,24.13,20
Geelong,R20,10/8/2013,2013,20.9,20
Gold Coast,R20,10/8/2013,2013,13.12,20
Greater Western Sydney,R20,11/8/2013,2013,6.8,20
Hawthorn,R20,9/8/2013,2013,14.18,20
Melbourne,R20,10/8/2013,2013,10.17,20
North Melbourne,R20,11/8/2013,2013,10.1,20
Port Adelaide,R20,10/8/2013,2013,16.8,20
Richmond,R20,10/8/2013,2013,14.13,20
St Kilda,R20,9/8/2013,2013,7.14,20
Sydney,R20,10/8/2013,2013,10.11,20
West Coast,R20,11/8/2013,2013,18.12,20
Western Bulldogs,R20,10/8/2013,2013,16.21,20
Adelaide,R21,18/8/2013,2013,17.12,21
Brisbane Lions,R21,17/8/2013,2013,18.15,21
Carlton,R21,17/8/2013,2013,16.1,21
Collingwood,R21,16/8/2013,2013,12.12,21
Essendon,R21,17/8/2013,2013,9.16,21
Fremantle,R21,18/8/2013,2013,20.13,21
Geelong,R21,17/8/2013,2013,16.11,21
Gold Coast,R21,17/8/2013,2013,14.12,21
Greater Western Sydney,R21,17/8/2013,2013,9.9,21
Hawthorn,R21,16/8/2013,2013,18.11,21
Melbourne,R21,18/8/2013,2013,5.8,21
North Melbourne,R21,17/8/2013,2013,17.13,21
Port Adelaide,R21,17/8/2013,2013,16.17,21
Richmond,R21,17/8/2013,2013,14.12,21
St Kilda,R21,18/8/2013,2013,8.11,21
Sydney,R21,18/8/2013,2013,18.1,21
West Coast,R21,17/8/2013,2013,6.5,21
Western Bulldogs,R21,18/8/2013,2013,20.11,21
Adelaide,R22,24/8/2013,2013,18.12,22
Brisbane Lions,R22,25/8/2013,2013,15.1,22
Carlton,R22,24/8/2013,2013,9.22,22
Collingwood,R22,23/8/2013,2013,15.11,22
Essendon,R22,24/8/2013,2013,12.1,22
Fremantle,R22,24/8/2013,2013,21.8,22
Geelong,R22,24/8/2013,2013,13.14,22
Gold Coast,R22,25/8/2013,2013,10.1,22
Greater Western Sydney,R22,25/8/2013,2013,6.6,22
Hawthorn,R22,24/8/2013,2013,17.15,22
Melbourne,R22,24/8/2013,2013,7.1,22
North Melbourne,R22,24/8/2013,2013,15.13,22
Port Adelaide,R22,24/8/2013,2013,9.6,22
Richmond,R22,25/8/2013,2013,25.13,22
St Kilda,R22,25/8/2013,2013,17.14,22
Sydney,R22,24/8/2013,2013,7.6,22
West Coast,R22,23/8/2013,2013,5.9,22
Western Bulldogs,R22,25/8/2013,2013,13.15,22
Adelaide,R23,31/8/2013,2013,19.15,23
Brisbane Lions,R23,31/8/2013,2013,17.9,23
Carlton,R23,31/8/2013,2013,15.14,23
Collingwood,R23,1/9/2013,2013,17.12,23
Essendon,R23,31/8/2013,2013,9.11,23
Fremantle,R23,31/8/2013,2013,6.5,23
Geelong,R23,31/8/2013,2013,15.22,23
Gold Coast,R23,1/9/2013,2013,22.14,23
Greater Western Sydney,R23,1/9/2013,2013,9.9,23
Hawthorn,R23,30/8/2013,2013,17.1,23
Melbourne,R23,1/9/2013,2013,13.9,23
North Melbourne,R23,1/9/2013,2013,19.11,23
Port Adelaide,R23,31/8/2013,2013,15.13,23
Richmond,R23,31/8/2013,2013,15.14,23
St Kilda,R23,31/8/2013,2013,16.16,23
Sydney,R23,30/8/2013,2013,16.4,23
West Coast,R23,31/8/2013,2013,5.13,23
Western Bulldogs,R23,1/9/2013,2013,16.11,23
Carlton,EF,8/9/2013,2013,18.8,25
Collingwood,EF,7/9/2013,2013,9.9,25
Port Adelaide,EF,7/9/2013,2013,12.15,25
Richmond,EF,8/9/2013,2013,14.12,25
Fremantle,QF,7/9/2013,2013,12.15,26
Geelong,QF,7/9/2013,2013,9.18,26
Hawthorn,QF,6/9/2013,2013,15.15,26
Sydney,QF,6/9/2013,2013,7.9,26
Carlton,SF,14/9/2013,2013,8.14,27
Geelong,SF,13/9/2013,2013,13.18,27
Port Adelaide,SF,13/9/2013,2013,12.8,27
Sydney,SF,14/9/2013,2013,13.8,27
Fremantle,PF,21/9/2013,2013,14.15,28
Geelong,PF,20/9/2013,2013,15.7,28
Hawthorn,PF,20/9/2013,2013,14.18,28
Sydney,PF,21/9/2013,2013,11.8,28
Fremantle,GF,28/9/2013,2013,8.14,29
Hawthorn,GF,28/9/2013,2013,11.11,29
Adelaide,R1,20/3/2014,2014,12.9,1
Brisbane Lions,R1,22/3/2014,2014,13.13,1
Carlton,R1,16/3/2014,2014,12.15,1
Collingwood,R1,14/3/2014,2014,5.16,1
Essendon,R1,21/3/2014,2014,15.9,1
Fremantle,R1,14/3/2014,2014,17.14,1
Geelong,R1,20/3/2014,2014,18.11,1
Gold Coast,R1,15/3/2014,2014,12.15,1
Greater Western Sydney,R1,15/3/2014,2014,15.9,1
Hawthorn,R1,22/3/2014,2014,21.13,1
Melbourne,R1,22/3/2014,2014,6.15,1
North Melbourne,R1,21/3/2014,2014,9.6,1
Port Adelaide,R1,16/3/2014,2014,18.12,1
Richmond,R1,15/3/2014,2014,10.9,1
St Kilda,R1,22/3/2014,2014,10.8,1
Sydney,R1,15/3/2014,2014,9.13,1
West Coast,R1,23/3/2014,2014,21.8,1
Western Bulldogs,R1,23/3/2014,2014,11.3,1
Adelaide,R2,29/3/2014,2014,11.7,2
Brisbane Lions,R2,30/3/2014,2014,10.8,2
Carlton,R2,27/3/2014,2014,12.14,2
Collingwood,R2,29/3/2014,2014,12.17,2
Essendon,R2,28/3/2014,2014,12.14,2
Fremantle,R2,29/3/2014,2014,12.15,2
Geelong,R2,30/3/2014,2014,13.15,2
Gold Coast,R2,29/3/2014,2014,5.9,2
Greater Western Sydney,R2,29/3/2014,2014,13.1,2
Hawthorn,R2,28/3/2014,2014,13.12,2
Melbourne,R2,30/3/2014,2014,4.6,2
North Melbourne,R2,30/3/2014,2014,12.11,2
Port Adelaide,R2,29/3/2014,2014,19.13,2
Richmond,R2,27/3/2014,2014,14.14,2
St Kilda,R2,29/3/2014,2014,15.5,2
Sydney,R2,29/3/2014,2014,10.9,2
West Coast,R2,30/3/2014,2014,18.15,2
Western Bulldogs,R2,30/3/2014,2014,8.6,2
Adelaide,R3,5/4/2014,2014,9.17,3
Brisbane Lions,R3,5/4/2014,2014,9.7,3
Carlton,R3,6/4/2014,2014,8.9,3
Collingwood,R3,5/4/2014,2014,11.1,3
Essendon,R3,6/4/2014,2014,21.12,3
Fremantle,R3,4/4/2014,2014,11.13,3
Geelong,R3,5/4/2014,2014,12.15,3
Gold Coast,R3,5/4/2014,2014,17.12,3
Greater Western Sydney,R3,6/4/2014,2014,10.19,3
Hawthorn,R3,4/4/2014,2014,21.11,3
Melbourne,R3,6/4/2014,2014,7.5,3
North Melbourne,R3,6/4/2014,2014,14.13,3
Port Adelaide,R3,6/4/2014,2014,13.12,3
Richmond,R3,5/4/2014,2014,15.8,3
St Kilda,R3,5/4/2014,2014,8.1,3
Sydney,R3,5/4/2014,2014,21.8,3
West Coast,R3,5/4/2014,2014,12.11,3
Western Bulldogs,R3,5/4/2014,2014,15.1,3
Adelaide,R4,13/4/2014,2014,20.16,4
Brisbane Lions,R4,12/4/2014,2014,7.4,4
Carlton,R4,12/4/2014,2014,7.16,4
Collingwood,R4,11/4/2014,2014,16.14,4
Essendon,R4,13/4/2014,2014,9.6,4
Fremantle,R4,13/4/2014,2014,18.5,4
Geelong,R4,12/4/2014,2014,16.11,4
Gold Coast,R4,12/4/2014,2014,7.7,4
Greater Western Sydney,R4,12/4/2014,2014,12.11,4
Hawthorn,R4,12/4/2014,2014,23.1,4
Melbourne,R4,12/4/2014,2014,12.9,4
North Melbourne,R4,13/4/2014,2014,13.13,4
Port Adelaide,R4,12/4/2014,2014,24.15,4
Richmond,R4,11/4/2014,2014,10.12,4
St Kilda,R4,13/4/2014,2014,7.8,4
Sydney,R4,13/4/2014,2014,6.12,4
West Coast,R4,12/4/2014,2014,4.8,4
Western Bulldogs,R4,12/4/2014,2014,17.8,4
Adelaide,R5,20/4/2014,2014,21.11,5
Brisbane Lions,R5,17/4/2014,2014,9.9,5
Carlton,R5,20/4/2014,2014,18.11,5
Collingwood,R5,19/4/2014,2014,13.15,5
Essendon,R5,19/4/2014,2014,9.11,5
Fremantle,R5,19/4/2014,2014,11.9,5
Geelong,R5,21/4/2014,2014,15.16,5
Gold Coast,R5,20/4/2014,2014,11.2,5
Greater Western Sydney,R5,20/4/2014,2014,10.12,5
Hawthorn,R5,21/4/2014,2014,12.15,5
Melbourne,R5,20/4/2014,2014,11.12,5
North Melbourne,R5,19/4/2014,2014,8.1,5
Port Adelaide,R5,19/4/2014,2014,10.1,5
Richmond,R5,17/4/2014,2014,15.16,5
St Kilda,R5,19/4/2014,2014,11.15,5
Sydney,R5,19/4/2014,2014,13.14,5
West Coast,R5,19/4/2014,2014,7.14,5
Western Bulldogs,R5,20/4/2014,2014,13.13,5
Adelaide,R6,27/4/2014,2014,13.14,6
Brisbane Lions,R6,25/4/2014,2014,12.1,6
Carlton,R6,26/4/2014,2014,14.8,6
Collingwood,R6,25/4/2014,2014,12.11,6
Essendon,R6,25/4/2014,2014,8.12,6
Fremantle,R6,25/4/2014,2014,8.13,6
Geelong,R6,27/4/2014,2014,9.13,6
Gold Coast,R6,26/4/2014,2014,20.14,6
Greater Western Sydney,R6,26/4/2014,2014,13.16,6
Hawthorn,R6,27/4/2014,2014,18.1,6
Melbourne,R6,26/4/2014,2014,5.8,6
North Melbourne,R6,25/4/2014,2014,10.14,6
Port Adelaide,R6,27/4/2014,2014,16.11,6
Richmond,R6,27/4/2014,2014,7.1,6
St Kilda,R6,25/4/2014,2014,11.13,6
Sydney,R6,26/4/2014,2014,9.15,6
West Coast,R6,26/4/2014,2014,12.17,6
Western Bulldogs,R6,27/4/2014,2014,12.11,6
Adelaide,R7,3/5/2014,2014,9.13,7
Brisbane Lions,R7,3/5/2014,2014,6.8,7
Carlton,R7,2/5/2014,2014,10.1,7
Collingwood,R7,2/5/2014,2014,14.2,7
Essendon,R7,3/5/2014,2014,10.13,7
Fremantle,R7,4/5/2014,2014,11.7,7
Geelong,R7,4/5/2014,2014,11.15,7
Gold Coast,R7,4/5/2014,2014,18.12,7
Greater Western Sydney,R7,3/5/2014,2014,15.7,7
Hawthorn,R7,3/5/2014,2014,27.13,7
Melbourne,R7,3/5/2014,2014,11.4,7
North Melbourne,R7,4/5/2014,2014,11.11,7
Port Adelaide,R7,3/5/2014,2014,20.12,7
Richmond,R7,4/5/2014,2014,12.4,7
St Kilda,R7,3/5/2014,2014,4.6,7
Sydney,R7,3/5/2014,2014,18.15,7
West Coast,R7,4/5/2014,2014,7.12,7
Western Bulldogs,R7,3/5/2014,2014,9.11,7
Brisbane Lions,R8,10/5/2014,2014,8.9,8
Carlton,R8,12/5/2014,2014,15.11,8
Essendon,R8,10/5/2014,2014,9.11,8
Fremantle,R8,10/5/2014,2014,11.1,8
Greater Western Sydney,R8,11/5/2014,2014,12.5,8
Hawthorn,R8,9/5/2014,2014,13.1,8
Melbourne,R8,10/5/2014,2014,12.11,8
Port Adelaide,R8,10/5/2014,2014,13.16,8
St Kilda,R8,12/5/2014,2014,9.15,8
Sydney,R8,9/5/2014,2014,15.17,8
West Coast,R8,11/5/2014,2014,30.8,8
Western Bulldogs,R8,10/5/2014,2014,15.9,8
Adelaide,R9,15/5/2014,2014,10.16,9
Brisbane Lions,R9,17/5/2014,2014,6.2,9
Collingwood,R9,15/5/2014,2014,7.13,9
Essendon,R9,16/5/2014,2014,9.1,9
Fremantle,R9,17/5/2014,2014,13.18,9
Geelong,R9,17/5/2014,2014,9.1,9
Gold Coast,R9,18/5/2014,2014,19.11,9
Melbourne,R9,17/5/2014,2014,14.7,9
North Melbourne,R9,17/5/2014,2014,17.23,9
Richmond,R9,17/5/2014,2014,9.2,9
St Kilda,R9,18/5/2014,2014,13.9,9
Sydney,R9,16/5/2014,2014,18.6,9
Adelaide,R10,25/5/2014,2014,10.16,10
Carlton,R10,25/5/2014,2014,12.9,10
Collingwood,R10,24/5/2014,2014,17.7,10
Geelong,R10,23/5/2014,2014,16.15,10
Gold Coast,R10,25/5/2014,2014,18.11,10
Greater Western Sydney,R10,24/5/2014,2014,5.11,10
Hawthorn,R10,24/5/2014,2014,13.8,10
North Melbourne,R10,23/5/2014,2014,13.13,10
Port Adelaide,R10,24/5/2014,2014,15.1,10
Richmond,R10,24/5/2014,2014,24.1,10
West Coast,R10,24/5/2014,2014,15.11,10
Western Bulldogs,R10,25/5/2014,2014,10.14,10
Adelaide,R11,1/6/2014,2014,16.13,11
Brisbane Lions,R11,31/5/2014,2014,14.14,11
Carlton,R11,31/5/2014,2014,13.13,11
Collingwood,R11,30/5/2014,2014,21.14,11
Essendon,R11,31/5/2014,2014,15.14,11
Fremantle,R11,1/6/2014,2014,13.11,11
Geelong,R11,29/5/2014,2014,5.8,11
Gold Coast,R11,1/6/2014,2014,11.11,11
Greater Western Sydney,R11,1/6/2014,2014,13.9,11
Hawthorn,R11,1/6/2014,2014,14.1,11
Melbourne,R11,31/5/2014,2014,11.9,11
North Melbourne,R11,1/6/2014,2014,12.1,11
Port Adelaide,R11,31/5/2014,2014,14.11,11
Richmond,R11,31/5/2014,2014,7.12,11
St Kilda,R11,30/5/2014,2014,8.6,11
Sydney,R11,29/5/2014,2014,22.16,11
West Coast,R11,1/6/2014,2014,6.8,11
Western Bulldogs,R11,1/6/2014,2014,6.15,11
Adelaide,R12,8/6/2014,2014,7.8,12
Brisbane Lions,R12,7/6/2014,2014,14.11,12
Carlton,R12,6/6/2014,2014,15.12,12
Collingwood,R12,9/6/2014,2014,8.13,12
Essendon,R12,7/6/2014,2014,11.15,12
Fremantle,R12,8/6/2014,2014,12.18,12
Geelong,R12,6/6/2014,2014,16.11,12
Gold Coast,R12,8/6/2014,2014,10.14,12
Greater Western Sydney,R12,7/6/2014,2014,9.12,12
Hawthorn,R12,7/6/2014,2014,19.9,12
Melbourne,R12,9/6/2014,2014,3.1,12
North Melbourne,R12,8/6/2014,2014,17.14,12
Port Adelaide,R12,7/6/2014,2014,19.15,12
Richmond,R12,8/6/2014,2014,13.1,12
St Kilda,R12,7/6/2014,2014,9.5,12
Sydney,R12,8/6/2014,2014,17.7,12
West Coast,R12,7/6/2014,2014,12.7,12
Western Bulldogs,R12,7/6/2014,2014,13.9,12
Adelaide,R13,14/6/2014,2014,16.13,13
Brisbane Lions,R13,14/6/2014,2014,12.8,13
Carlton,R13,13/6/2014,2014,13.12,13
Collingwood,R13,15/6/2014,2014,15.8,13
Essendon,R13,15/6/2014,2014,10.17,13
Fremantle,R13,14/6/2014,2014,16.9,13
Geelong,R13,15/6/2014,2014,20.13,13
Gold Coast,R13,14/6/2014,2014,15.1,13
Greater Western Sydney,R13,14/6/2014,2014,19.11,13
Hawthorn,R13,13/6/2014,2014,18.1,13
Melbourne,R13,15/6/2014,2014,12.6,13
North Melbourne,R13,14/6/2014,2014,10.13,13
Port Adelaide,R13,14/6/2014,2014,13.16,13
Richmond,R13,14/6/2014,2014,12.13,13
St Kilda,R13,15/6/2014,2014,5.7,13
Sydney,R13,14/6/2014,2014,14.14,13
West Coast,R13,14/6/2014,2014,15.13,13
Western Bulldogs,R13,15/6/2014,2014,16.1,13
Adelaide,R14,21/6/2014,2014,14.8,14
Brisbane Lions,R14,21/6/2014,2014,3.4,14
Carlton,R14,22/6/2014,2014,14.8,14
Collingwood,R14,21/6/2014,2014,13.8,14
Essendon,R14,21/6/2014,2014,15.11,14
Fremantle,R14,21/6/2014,2014,15.15,14
Geelong,R14,21/6/2014,2014,11.12,14
Gold Coast,R14,21/6/2014,2014,17.16,14
Greater Western Sydney,R14,22/6/2014,2014,15.1,14
Hawthorn,R14,21/6/2014,2014,17.13,14
Melbourne,R14,22/6/2014,2014,10.6,14
North Melbourne,R14,22/6/2014,2014,15.17,14
Port Adelaide,R14,21/6/2014,2014,19.14,14
Richmond,R14,20/6/2014,2014,7.9,14
St Kilda,R14,22/6/2014,2014,10.1,14
Sydney,R14,20/6/2014,2014,9.8,14
West Coast,R14,22/6/2014,2014,15.13,14
Western Bulldogs,R14,21/6/2014,2014,8.8,14
Adelaide,R15,29/6/2014,2014,14.15,15
Brisbane Lions,R15,28/6/2014,2014,10.1,15
Carlton,R15,29/6/2014,2014,11.1,15
Collingwood,R15,29/6/2014,2014,13.13,15
Essendon,R15,27/6/2014,2014,11.14,15
Fremantle,R15,28/6/2014,2014,13.1,15
Geelong,R15,27/6/2014,2014,13.11,15
Gold Coast,R15,28/6/2014,2014,10.3,15
Greater Western Sydney,R15,28/6/2014,2014,8.12,15
Hawthorn,R15,28/6/2014,2014,17.14,15
Melbourne,R15,29/6/2014,2014,13.7,15
North Melbourne,R15,28/6/2014,2014,9.12,15
Port Adelaide,R15,29/6/2014,2014,10.16,15
Richmond,R15,28/6/2014,2014,18.9,15
St Kilda,R15,28/6/2014,2014,11.7,15
Sydney,R15,28/6/2014,2014,15.16,15
West Coast,R15,28/6/2014,2014,11.15,15
Western Bulldogs,R15,29/6/2014,2014,14.7,15
Adelaide,R16,5/7/2014,2014,20.2,16
Brisbane Lions,R16,5/7/2014,2014,7.12,16
Carlton,R16,6/7/2014,2014,24.7,16
Collingwood,R16,5/7/2014,2014,10.15,16
Essendon,R16,5/7/2014,2014,8.14,16
Fremantle,R16,5/7/2014,2014,15.7,16
Geelong,R16,6/7/2014,2014,10.9,16
Gold Coast,R16,5/7/2014,2014,11.14,16
Greater Western Sydney,R16,5/7/2014,2014,9.18,16
Hawthorn,R16,4/7/2014,2014,13.1,16
Melbourne,R16,5/7/2014,2014,4.1,16
